Area Code,Area Code (M49),Area,Item Code,Item Code (CPC),Item,Element Code,Element,Unit,Y1961,Y1961F,Y1961N,Y1962,Y1962F,Y1962N,Y1963,Y1963F,Y1963N,Y1964,Y1964F,Y1964N,Y1965,Y1965F,Y1965N,Y1966,Y1966F,Y1966N,Y1967,Y1967F,Y1967N,Y1968,Y1968F,Y1968N,Y1969,Y1969F,Y1969N,Y1970,Y1970F,Y1970N,Y1971,Y1971F,Y1971N,Y1972,Y1972F,Y1972N,Y1973,Y1973F,Y1973N,Y1974,Y1974F,Y1974N,Y1975,Y1975F,Y1975N,Y1976,Y1976F,Y1976N,Y1977,Y1977F,Y1977N,Y1978,Y1978F,Y1978N,Y1979,Y1979F,Y1979N,Y1980,Y1980F,Y1980N,Y1981,Y1981F,Y1981N,Y1982,Y1982F,Y1982N,Y1983,Y1983F,Y1983N,Y1984,Y1984F,Y1984N,Y1985,Y1985F,Y1985N,Y1986,Y1986F,Y1986N,Y1987,Y1987F,Y1987N,Y1988,Y1988F,Y1988N,Y1989,Y1989F,Y1989N,Y1990,Y1990F,Y1990N,Y1991,Y1991F,Y1991N,Y1992,Y1992F,Y1992N,Y1993,Y1993F,Y1993N,Y1994,Y1994F,Y1994N,Y1995,Y1995F,Y1995N,Y1996,Y1996F,Y1996N,Y1997,Y1997F,Y1997N,Y1998,Y1998F,Y1998N,Y1999,Y1999F,Y1999N,Y2000,Y2000F,Y2000N,Y2001,Y2001F,Y2001N,Y2002,Y2002F,Y2002N,Y2003,Y2003F,Y2003N,Y2004,Y2004F,Y2004N,Y2005,Y2005F,Y2005N,Y2006,Y2006F,Y2006N,Y2007,Y2007F,Y2007N,Y2008,Y2008F,Y2008N,Y2009,Y2009F,Y2009N,Y2010,Y2010F,Y2010N,Y2011,Y2011F,Y2011N,Y2012,Y2012F,Y2012N,Y2013,Y2013F,Y2013N,Y2014,Y2014F,Y2014N,Y2015,Y2015F,Y2015N,Y2016,Y2016F,Y2016N,Y2017,Y2017F,Y2017N,Y2018,Y2018F,Y2018N,Y2019,Y2019F,Y2019N,Y2020,Y2020F,Y2020N,Y2021,Y2021F,Y2021N,Y2022,Y2022F,Y2022N,Y2023,Y2023F,Y2023N,Y2024,Y2024F,Y2024N
"98","'191","Croatia","497","'01322","Lemons and limes","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"245.000000","A",,"372.000000","A",,"538.000000","A",,"672.000000","A",,"595.000000","A",,"477.000000","A",,"524.000000","A",,"581.000000","A",,"403.000000","A",,"502.000000","A",,"472.000000","A",,"438.000000","A",,"397.000000","A",,"213.000000","A",,"218.000000","A",,"459.000000","A",,"247.000000","A",,"236.000000","A",,"138.000000","A",,"200.000000","A",,"195.000000","A",,"240.000000","A",,"181.000000","A",,"254.000000","A",,"571.000000","A",,"49.000000","A",,"230.000000","A",,"210.000000","A",,"230.000000","A",,"200.000000","A",,"390.000000","A",,"370.000000","A",,"810.000000","A",
"98","'191","Croatia","201","'01704","Lentils, dry","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.000000","A",,"78.000000","A",,"86.000000","A",,"78.000000","A",,"89.000000","A",,"89.000000","A",,"90.000000","E",,"81.000000","I",,"78.000000","I",,"83.000000","I",,"75.000000","I",,"72.000000","I",,"71.000000","I",,"72.000000","I",,"100.000000","E",,"64.000000","I",,"41.000000","A",,"41.000000","A",,"16.000000","A",,"56.000000","A",,"11.000000","A",,"44.000000","A",,"29.000000","A",,"27.000000","I",,"25.000000","I",,"22.000000","E",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","201","'01704","Lentils, dry","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2228.300000","A",,"1987.200000","A",,"1941.900000","A",,"1179.500000","A",,"1382.000000","A",,"1516.900000","A",,"1583.800000","E",,"1586.600000","E",,"1589.600000","E",,"1558.200000","E",,"1552.400000","E",,"1573.300000","E",,"1551.700000","E",,"1557.400000","E",,"1400.000000","E",,"1553.700000","E",,"1000.000000","A",,"1804.900000","A",,"1812.500000","A",,"1464.300000","A",,"2000.000000","A",,"1818.200000","A",,"2862.100000","A",,"2193.700000","E",,"2005.300000","E",,"2085.800000","E",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","201","'01704","Lentils, dry","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"205.000000","A",,"155.000000","A",,"167.000000","A",,"92.000000","A",,"123.000000","A",,"135.000000","A",,"142.540000","I",,"129.020000","I",,"124.110000","I",,"130.000000","E",,"116.510000","I",,"113.350000","I",,"109.900000","I",,"112.840000","I",,"140.000000","E",,"100.000000","E",,"41.000000","A",,"74.000000","A",,"29.000000","A",,"82.000000","A",,"22.000000","A",,"80.000000","A",,"83.000000","A",,"60.280000","I",,"49.860000","I",,"46.400000","I",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","372","'01214","Lettuce and chicory","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1400.000000","E",,"1332.000000","I",,"1226.000000","I",,"1138.000000","I",,"1027.000000","I",,"1061.000000","I",,"2057.000000","A",,"2680.000000","A",,"171.000000","A",,"186.000000","A",,"203.000000","A",,"202.000000","A",,"207.000000","A",,"161.000000","A",,"184.000000","A",,"428.000000","A",,"170.000000","A",,"229.000000","A",,"193.000000","A",,"270.000000","A",,"143.000000","A",,"199.000000","A",,"95.000000","A",,"308.000000","A",,"362.000000","A",,"290.000000","A",,"250.000000","A",,"240.000000","A",,"270.000000","A",,"200.000000","A",,"240.000000","A",,"250.000000","A",,"300.000000","A",
"98","'191","Croatia","372","'01214","Lettuce and chicory","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7142.900000","E",,"7685.900000","E",,"8317.300000","E",,"8968.500000","E",,"9682.600000","E",,"10026.100000","E",,"7356.800000","A",,"7036.900000","A",,"17397.700000","A",,"18166.700000","A",,"18300.500000","A",,"15806.900000","A",,"19913.000000","A",,"16577.600000","A",,"20978.300000","A",,"15271.000000","A",,"19035.300000","A",,"14812.200000","A",,"19414.500000","A",,"18081.500000","A",,"22377.600000","A",,"19964.800000","A",,"18663.200000","A",,"17272.700000","A",,"15475.100000","A",,"20382.800000","A",,"19560.000000","A",,"17791.700000","A",,"23703.700000","A",,"17950.000000","A",,"20875.000000","A",,"19920.000000","A",,"17600.000000","A",
"98","'191","Croatia","372","'01214","Lettuce and chicory","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10000.000000","E",,"10238.790000","I",,"10201.190000","I",,"10201.720000","I",,"9944.800000","I",,"10642.130000","I",,"15133.000000","A",,"18859.000000","A",,"2975.000000","A",,"3379.000000","A",,"3715.000000","A",,"3193.000000","A",,"4122.000000","A",,"2669.000000","A",,"3860.000000","A",,"6536.000000","A",,"3236.000000","A",,"3392.000000","A",,"3747.000000","A",,"4882.000000","A",,"3200.000000","A",,"3973.000000","A",,"1773.000000","A",,"5320.000000","A",,"5602.000000","A",,"5911.000000","A",,"4890.000000","A",,"4270.000000","A",,"6400.000000","A",,"3590.000000","A",,"5010.000000","A",,"4980.000000","A",,"5280.000000","A",
"98","'191","Croatia","333","'01441","Linseed","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"0.000000","A",,"0.000000","A",,"0.000000","A",,,,,,,,,,,,,
"98","'191","Croatia","333","'01441","Linseed","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,,"M",,"0.000000","A",,"0.000000","A",,"0.000000","A",,,,,,,,,,,"220.000000","A",
"98","'191","Croatia","461","'01356","Locust beans (carobs)","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,"550.000000","E",,"556.000000","I",,"555.000000","I",,"555.000000","I",,"554.000000","I",,"553.000000","I",,"552.000000","I",,"550.000000","I",,"549.000000","I",,"547.000000","I",,"544.000000","I",,"539.000000","I",,"500.000000","E",,"531.000000","I",,"527.000000","I",,"523.000000","I",,"600.000000","E",,"513.000000","I",,"500.000000","E",,"500.000000","E",,"519.000000","I",,"515.000000","I",,"514.000000","I",,"513.000000","I",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","461","'01356","Locust beans (carobs)","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"909.100000","E",,"850.600000","E",,"846.100000","E",,"841.700000","E",,"837.400000","E",,"833.400000","E",,"829.600000","E",,"826.100000","E",,"823.000000","E",,"820.300000","E",,"819.300000","E",,"820.300000","E",,"821.800000","E",,"823.900000","E",,"826.600000","E",,"830.100000","E",,"666.700000","E",,"875.700000","E",,"1000.000000","E",,"1000.000000","E",,"931.000000","E",,"888.000000","E",,"895.400000","E",,"898.600000","E",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","461","'01356","Locust beans (carobs)","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M",,,"M",,"500.000000","E",,"472.750000","I",,"469.750000","I",,"466.740000","I",,"463.720000","I",,"460.700000","I",,"457.660000","I",,"454.610000","I",,"451.540000","I",,"448.450000","I",,"445.350000","I",,"442.210000","I",,"410.880000","I",,"437.400000","I",,"435.790000","I",,"434.310000","I",,"400.000000","E",,"449.020000","I",,"500.000000","E",,"500.000000","E",,"483.120000","I",,"457.340000","I",,"460.670000","I",,"461.130000","I",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","56","'0112","Maize (corn)","5312","Area harvested","ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"370205.000000","A",,"373166.000000","A",,"370517.000000","A",,"354059.000000","A",,"361268.000000","A",,"371273.000000","A",,"377818.000000","A",,"384184.000000","A",,"292431.000000","A",,"305867.000000","A",,"306805.000000","A",,"304722.000000","A",,"306347.000000","A",,"318973.000000","A",,"296195.000000","A",,"288549.000000","A",,"314062.000000","A",,"296910.000000","A",,"296768.000000","A",,"305130.000000","A",,"299161.000000","A",,"288365.000000","A",,"252567.000000","A",,"263970.000000","A",,"252072.000000","A",,"247119.000000","A",,"235350.000000","A",,"255890.000000","A",,"288400.000000","A",,"287980.000000","A",,"268050.000000","A",,"269090.000000","A",,"273160.000000","A",
"98","'191","Croatia","56","'0112","Maize (corn)","5412","Yield","kg/ha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4153.500000","A",,"4482.200000","A",,"4552.900000","A",,"4902.700000","A",,"5219.200000","A",,"5880.200000","A",,"5247.400000","A",,"5558.400000","A",,"4070.100000","A",,"5665.900000","A",,"6376.700000","A",,"4199.300000","A",,"6305.400000","A",,"6918.200000","A",,"6531.200000","A",,"4937.100000","A",,"7975.900000","A",,"7350.800000","A",,"6967.800000","A",,"5681.700000","A",,"4337.400000","A",,"6500.000000","A",,"8104.600000","A",,"6474.800000","A",,"8547.000000","A",,"6311.300000","A",,"9123.800000","A",,"8981.700000","A",,"8427.900000","A",,"7785.700000","A",,"6125.300000","A",,"7400.000000","A",,"7567.400000","A",
"98","'191","Croatia","56","'0112","Maize (corn)","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1537663.000000","A",,"1672593.000000","A",,"1686922.000000","A",,"1735854.000000","A",,"1885515.000000","A",,"2183144.000000","A",,"1982545.000000","A",,"2135452.000000","A",,"1190238.000000","A",,"1733003.000000","A",,"1956418.000000","A",,"1279617.000000","A",,"1931627.000000","A",,"2206729.000000","A",,"1934517.000000","A",,"1424599.000000","A",,"2504940.000000","A",,"2182521.000000","A",,"2067815.000000","A",,"1733664.000000","A",,"1297590.000000","A",,"1874372.000000","A",,"2046966.000000","A",,"1709152.000000","A",,"2154470.000000","A",,"1559638.000000","A",,"2147280.000000","A",,"2298320.000000","A",,"2430600.000000","A",,"2242120.000000","A",,"1641890.000000","A",,"1991270.000000","A",,"2067100.000000","A",
"98","'191","Croatia","1242","'21700.02","Margarine and shortening","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11519.000000","A",,"9779.000000","A",,"9488.000000","A",,"10320.000000","A",,"12374.000000","A",,"14676.000000","A",,"15370.000000","A",,"16124.000000","A",,"15747.000000","A",,"16414.000000","A",,"17869.000000","A",,"17824.000000","A",,"18100.000000","E",,"19800.000000","E",,"20000.000000","E",,"21500.000000","E",,"22000.000000","E",,"17284.000000","A",,"16136.000000","A",,"17542.000000","A",,"16200.000000","A",,"15010.000000","A",,"13574.000000","A",,"12839.000000","A",,"12039.000000","A",,"11615.000000","A",,"10600.000000","X","Unofficial figure","10800.000000","X","Unofficial figure","10600.000000","X","Unofficial figure","10500.000000","X","Unofficial figure","10500.000000","X","Unofficial figure","10500.000000","X","Unofficial figure",,,
"98","'191","Croatia","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5417","Yield/Carcass Weight","kg/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.000000","A",,"232.000000","A",,"230.000000","A",,"219.000000","A",,"205.000000","A",,"202.000000","A",,"207.000000","A",,"217.000000","A",,"189.000000","A",,"196.000000","A",,"179.000000","A",,"197.000000","A",,"201.000000","A",,"207.000000","A",,"211.000000","A",,"211.000000","A",,"202.000000","E",,"167.000000","E",,"134.000000","E",,"138.000000","E",,"214.000000","A",,"229.000000","A",,"228.000000","A",,"229.000000","A",,"235.000000","A",,"233.000000","A",,"243.000000","A",,"248.000000","A",,"256.000000","A",,"253.000000","A",,"254.000000","A",,"259.000000","A",,"268.000000","A",
"98","'191","Croatia","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36778.000000","A",,"33824.000000","A",,"28346.000000","A",,"25838.000000","A",,"21517.000000","A",,"26276.000000","A",,"25691.000000","A",,"27614.000000","A",,"27854.000000","A",,"25570.000000","A",,"26602.000000","A",,"28150.000000","A",,"31507.000000","A",,"32800.000000","A",,"36230.000000","A",,"33400.000000","A",,"35700.000000","X","Unofficial figure","36800.000000","X","Unofficial figure","37500.000000","X","Unofficial figure","36200.000000","X","Unofficial figure","47100.000000","A",,"47400.000000","A",,"44300.000000","A",,"42000.000000","A",,"44709.000000","A",,"42562.000000","A",,"43780.000000","A",,"45430.000000","A",,"43370.000000","A",,"43180.000000","A",,"41230.000000","A",,"41180.000000","A",,"42480.000000","A",
"98","'191","Croatia","867","'21111.01","Meat of cattle with the bone, fresh or chilled","5320","Producing Animals/Slaughtered","An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157000.000000","A",,"146000.000000","A",,"123000.000000","A",,"118000.000000","A",,"105000.000000","A",,"130000.000000","A",,"124000.000000","A",,"127000.000000","A",,"147537.000000","A",,"130661.000000","A",,"148630.000000","A",,"142800.000000","A",,"157000.000000","A",,"158800.000000","A",,"172000.000000","A",,"158650.000000","A",,"177000.000000","A",,"220000.000000","E",,"280000.000000","E",,"262800.000000","A",,"220400.000000","A",,"206900.000000","A",,"194600.000000","A",,"183038.000000","A",,"190423.000000","A",,"182462.000000","A",,"180400.000000","A",,"183200.000000","A",,"169650.000000","A",,"170900.000000","A",,"162500.000000","A",,"158800.000000","A",,"158800.000000","A",
"98","'191","Croatia","1058","'21121","Meat of chickens, fresh or chilled","5424","Yield/Carcass Weight","g/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"940.000000","E",,"915.000000","E",,"946.000000","E",,"935.000000","E",,"941.000000","E",,"987.000000","E",,"950.000000","E",,"950.000000","E",,"950.000000","E",,"948.000000","E",,"949.000000","E",,"949.000000","E",,"917.000000","E",,"951.000000","E",,"952.000000","E",,"948.000000","E",,"951.000000","E",,"951.000000","E",,"2026.000000","E",,"1644.000000","E",,"1748.000000","E",,"1214.000000","A",,"1239.000000","A",,"1220.000000","A",,"1103.000000","A",,"1131.000000","A",,"1466.000000","A",,"1461.000000","A",,"1481.000000","A",,"1489.000000","A",,"1496.000000","A",,"1533.000000","A",,"1592.000000","A",
"98","'191","Croatia","1058","'21121","Meat of chickens, fresh or chilled","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28200.000000","X","Unofficial figure","24700.000000","X","Unofficial figure","26490.000000","A",,"26000.000000","E",,"25400.000000","E",,"26351.000000","E",,"24900.000000","E",,"24330.000000","A",,"24700.000000","X","Unofficial figure","25600.000000","X","Unofficial figure","34539.000000","A",,"41380.000000","X","Unofficial figure","38500.000000","X","Unofficial figure","31000.000000","X","Unofficial figure","29500.000000","X","Unofficial figure","31200.000000","X","Unofficial figure","31100.000000","X","Unofficial figure","29000.000000","X","Unofficial figure","47600.000000","A",,"48500.000000","A",,"50000.000000","A",,"48800.000000","A",,"49800.000000","A",,"52300.000000","A",,"52000.000000","A",,"52400.000000","A",,"52600.000000","A",,"53940.000000","A",,"56650.000000","A",,"58610.000000","A",,"58960.000000","A",,"60220.000000","A",,"67130.000000","A",
"98","'191","Croatia","1058","'21121","Meat of chickens, fresh or chilled","5321","Producing Animals/Slaughtered","1000 An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30000.000000","E",,"27000.000000","E",,"28000.000000","E",,"27800.000000","E",,"27000.000000","E",,"26700.000000","E",,"26200.000000","E",,"25600.000000","E",,"26000.000000","E",,"27000.000000","E",,"36400.000000","E",,"43600.000000","E",,"42000.000000","E",,"32600.000000","E",,"31000.000000","E",,"32900.000000","E",,"32700.000000","E",,"30500.000000","E",,"23500.000000","E",,"29500.000000","E",,"28600.000000","E",,"40214.000000","A",,"40191.000000","A",,"42858.000000","A",,"47157.000000","A",,"46326.000000","A",,"35892.000000","A",,"36908.000000","A",,"38248.000000","A",,"39351.000000","A",,"39410.000000","A",,"39274.000000","A",,"42169.000000","A",
"98","'191","Croatia","1069","'21122","Meat of ducks, fresh or chilled","5424","Yield/Carcass Weight","g/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1586.000000","E",,"1596.000000","E",,"1600.000000","E",,"1600.000000","E",,"1556.000000","E",,"1667.000000","E",,"1640.000000","E",,"1641.000000","E",,"1641.000000","E",,"1641.000000","E",,"1692.000000","E",,"1667.000000","E",,"1667.000000","E",,"1625.000000","E",,"1667.000000","E",,"1667.000000","E",,"1667.000000","E",,"1667.000000","E",,"1667.000000","E",,"1667.000000","E",,"1667.000000","E",,"1657.000000","E",,"1661.000000","E",,"1657.000000","E",,"1655.000000","E",,"1660.000000","E",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","1069","'21122","Meat of ducks, fresh or chilled","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"920.000000","E",,"830.000000","E",,"960.000000","E",,"800.000000","E",,"700.000000","E",,"500.000000","E",,"410.000000","A",,"320.000000","A",,"320.000000","E",,"320.000000","E",,"330.000000","E",,"325.000000","E",,"300.000000","E",,"260.000000","X","Unofficial figure","250.000000","X","Unofficial figure","300.000000","X","Unofficial figure","300.000000","X","Unofficial figure","200.000000","X","Unofficial figure","200.000000","X","Unofficial figure","180.000000","X","Unofficial figure","170.000000","X","Unofficial figure","164.000000","X","Unofficial figure","171.330000","E",,"168.440000","E",,"167.930000","E",,"169.230000","E",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","1069","'21122","Meat of ducks, fresh or chilled","5321","Producing Animals/Slaughtered","1000 An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"580.000000","E",,"520.000000","E",,"600.000000","E",,"500.000000","E",,"450.000000","E",,"300.000000","E",,"250.000000","E",,"195.000000","E",,"195.000000","E",,"195.000000","E",,"195.000000","E",,"195.000000","E",,"180.000000","E",,"160.000000","E",,"150.000000","E",,"180.000000","E",,"180.000000","E",,"120.000000","E",,"120.000000","E",,"108.000000","E",,"102.000000","E",,"99.000000","E",,"103.000000","E",,"102.000000","E",,"101.000000","I",,"102.000000","I",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","1073","'21123","Meat of geese, fresh or chilled","5424","Yield/Carcass Weight","g/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3935.000000","E",,"3243.000000","E",,"3750.000000","E",,"3857.000000","E",,"4000.000000","E",,"4000.000000","E",,"4333.000000","E",,"4259.000000","E",,"5104.000000","E",,"5651.000000","E",,"6058.000000","E",,"4259.000000","E",,"4259.000000","E",,"4286.000000","E",,"4300.000000","E",,"4286.000000","E",,"4286.000000","E",,"4211.000000","E",,"4286.000000","E",,"5643.000000","E",,"6725.000000","E",,"6500.000000","E",,"5567.000000","E",,"3936.000000","E",,"3221.000000","E",,"3293.000000","E",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","1073","'21123","Meat of geese, fresh or chilled","5510","Production","t",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3000.000000","E",,"2700.000000","E",,"3000.000000","E",,"2700.000000","E",,"2000.000000","E",,"1600.000000","E",,"1300.000000","A",,"1150.000000","A",,"1150.000000","E",,"1150.000000","E",,"1150.000000","E",,"1150.000000","E",,"1150.000000","E",,"900.000000","X","Unofficial figure","860.000000","X","Unofficial figure","900.000000","X","Unofficial figure","900.000000","X","Unofficial figure","800.000000","X","Unofficial figure","600.000000","X","Unofficial figure","740.000000","X","Unofficial figure","1100.000000","X","Unofficial figure","650.000000","X","Unofficial figure","556.660000","I",,"176.330000","I",,"226.280000","I",,"141.580000","I",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","1073","'21123","Meat of geese, fresh or chilled","5321","Producing Animals/Slaughtered","1000 An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"762.000000","I",,"833.000000","I",,"800.000000","E",,"700.000000","E",,"500.000000","E",,"400.000000","E",,"300.000000","E",,"270.000000","E",,"225.000000","I",,"203.000000","I",,"190.000000","I",,"270.000000","E",,"270.000000","E",,"210.000000","E",,"200.000000","E",,"210.000000","E",,"210.000000","E",,"190.000000","E",,"140.000000","E",,"131.000000","I",,"164.000000","I",,"100.000000","A",,"100.000000","A",,"45.000000","I",,"70.000000","I",,"43.000000","I",,,,,,,,,,,,,,,,,,,,,,
"98","'191","Croatia","1017","'21116","Meat of goat, fresh or chilled","5417","Yield/Carcass Weight","kg/An",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"18.000000","E",,"14.000000","A",,"14.000000","A",,"15.000000","A",,"12.000000","A",,"12.000000","A",,"12.000000","A",,"10.000000","A",,"11.000000","A",,"11.000000","A",,"11.000000","A",,"11.000000","A",,"11.000000","A",
